country,year,population,e_waste_generated_kt,eee_put_on_market_kt,e_waste_collection_rate,e_waste_formally_collected_kt,e_waste_imported_kt,e_waste_exported_kt,e_waste_generated_per_capita,eee_put_on_market_per_capita,temperature_exchange_equipment_kt,screens_kt,lamps_kt,large_equipment_kt,small_equipment_kt,small_it_kt,source_file,country_clean,iso3,gdp_per_capita,average_household_size,ewaste_management_collection_rate,ewaste_generated_kg_inh,eee_placed_on_market_kg_inh,ewaste_formally_collected_kg_inh,generated_ewaste_plastic_kg_inh,generated_bfrs_from_ewaste_kg_inh,value_x,value_y,category_x,share_value_x,category_y,share_value_y
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,screens_and_monitors,0.11,small_it,0.07
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,lamps,0.04,temperature_exchange_equipment,0.25
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,lamps,0.04,screens_and_monitors,0.1
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,lamps,0.04,lamps,0.03
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,lamps,0.04,large_equipment,0.15
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,lamps,0.04,small_equipment,0.41
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,lamps,0.04,small_it,0.07
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,large_equipment,0.15,temperature_exchange_equipment,0.25
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,large_equipment,0.15,screens_and_monitors,0.1
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,large_equipment,0.15,lamps,0.03
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,large_equipment,0.15,large_equipment,0.15
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,large_equipment,0.15,small_equipment,0.41
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,large_equipment,0.15,small_it,0.07
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,small_equipment,0.49,temperature_exchange_equipment,0.25
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,small_equipment,0.49,screens_and_monitors,0.1
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,small_equipment,0.49,lamps,0.03
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,small_equipment,0.49,large_equipment,0.15
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,small_equipment,0.49,small_equipment,0.41
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,small_equipment,0.49,small_it,0.07
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,small_it,0.1,temperature_exchange_equipment,0.25
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,small_it,0.1,screens_and_monitors,0.1
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,small_it,0.1,lamps,0.03
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,small_it,0.1,large_equipment,0.15
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,small_it,0.1,small_equipment,0.41
 Ecuador,2019,17200318,97,148,3,3,,,5.7,8.6,19,9,3,13,45,9,e-waste-2019_fixed.csv,ecuador,ECU,11878.0,3.8,0.04,5.1,7.5,0.2,1.7,0.2,7.5,5.1,small_it,0.1,small_it,0.07
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,temperature_exchange_equipment,0.17,temperature_exchange_equipment,0.22
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,temperature_exchange_equipment,0.17,screens_and_monitors,0.12
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,temperature_exchange_equipment,0.17,lamps,0.05
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,temperature_exchange_equipment,0.17,large_equipment,0.13
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,temperature_exchange_equipment,0.17,small_equipment,0.36
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,temperature_exchange_equipment,0.17,small_it,0.12
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,screens_and_monitors,0.14,temperature_exchange_equipment,0.22
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,screens_and_monitors,0.14,screens_and_monitors,0.12
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,screens_and_monitors,0.14,lamps,0.05
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,screens_and_monitors,0.14,large_equipment,0.13
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,screens_and_monitors,0.14,small_equipment,0.36
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,screens_and_monitors,0.14,small_it,0.12
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,lamps,0.07,temperature_exchange_equipment,0.22
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,lamps,0.07,screens_and_monitors,0.12
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,lamps,0.07,lamps,0.05
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,lamps,0.07,large_equipment,0.13
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,lamps,0.07,small_equipment,0.36
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,lamps,0.07,small_it,0.12
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,large_equipment,0.12,temperature_exchange_equipment,0.22
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,large_equipment,0.12,screens_and_monitors,0.12
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,large_equipment,0.12,lamps,0.05
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,large_equipment,0.12,large_equipment,0.13
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,large_equipment,0.12,small_equipment,0.36
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,large_equipment,0.12,small_it,0.12
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,small_equipment,0.37,temperature_exchange_equipment,0.22
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,small_equipment,0.37,screens_and_monitors,0.12
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,small_equipment,0.37,lamps,0.05
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,small_equipment,0.37,large_equipment,0.13
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,small_equipment,0.37,small_equipment,0.36
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,small_equipment,0.37,small_it,0.12
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,small_it,0.14,temperature_exchange_equipment,0.22
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,small_it,0.14,screens_and_monitors,0.12
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,small_it,0.14,lamps,0.05
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,small_it,0.14,large_equipment,0.13
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,small_it,0.14,small_equipment,0.36
Guatemala,2019,16981503,78,130,0,0,,,4.6,7.7,15,7,3,9,35,7,e-waste-2019_fixed.csv,guatemala,GTM,17667.0,4.8,0.0,2.9,4.7,,0.9,0.1,4.7,2.9,small_it,0.14,small_it,0.12
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,temperature_exchange_equipment,0.28,temperature_exchange_equipment,0.23
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,temperature_exchange_equipment,0.28,screens_and_monitors,0.05
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,temperature_exchange_equipment,0.28,lamps,0.06
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,temperature_exchange_equipment,0.28,large_equipment,0.08
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,temperature_exchange_equipment,0.28,small_equipment,0.51
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,temperature_exchange_equipment,0.28,small_it,0.07
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,screens_and_monitors,0.15,temperature_exchange_equipment,0.23
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,screens_and_monitors,0.15,screens_and_monitors,0.05
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,screens_and_monitors,0.15,lamps,0.06
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,screens_and_monitors,0.15,large_equipment,0.08
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,screens_and_monitors,0.15,small_equipment,0.51
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,screens_and_monitors,0.15,small_it,0.07
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,lamps,0.03,temperature_exchange_equipment,0.23
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,lamps,0.03,screens_and_monitors,0.05
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,lamps,0.03,lamps,0.06
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,lamps,0.03,large_equipment,0.08
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,lamps,0.03,small_equipment,0.51
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,lamps,0.03,small_it,0.07
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,large_equipment,0.12,temperature_exchange_equipment,0.23
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,large_equipment,0.12,screens_and_monitors,0.05
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,large_equipment,0.12,lamps,0.06
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,large_equipment,0.12,large_equipment,0.08
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,large_equipment,0.12,small_equipment,0.51
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,large_equipment,0.12,small_it,0.07
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,small_equipment,0.34,temperature_exchange_equipment,0.23
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,small_equipment,0.34,screens_and_monitors,0.05
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,small_equipment,0.34,lamps,0.06
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,small_equipment,0.34,large_equipment,0.08
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,small_equipment,0.34,small_equipment,0.51
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,small_equipment,0.34,small_it,0.07
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,small_it,0.08,temperature_exchange_equipment,0.23
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,small_it,0.08,screens_and_monitors,0.05
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,small_it,0.08,lamps,0.06
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,small_it,0.08,large_equipment,0.08
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,small_it,0.08,small_equipment,0.51
Honduras,2019,9875868,30,49,0,0,,,3.1,4.9,8,4,1,4,11,3,e-waste-2019_fixed.csv,honduras,HND,5981.0,3.9,0.01,2.6,2.9,0.1,0.8,0.6,2.7,2.6,small_it,0.08,small_it,0.07
Nicaragua,2019,6618143,18,24,0,0,,,2.7,3.7,4,2,1,2,7,2,e-waste-2019_fixed.csv,nicaragua,NIC,1905.26,5.0,0.004,2.5,3.2,0.01,0.8,0.1,3.2,2.5,temperature_exchange_equipment,0.26,temperature_exchange_equipment,0.31
Nicaragua,2019,6618143,18,24,0,0,,,2.7,3.7,4,2,1,2,7,2,e-waste-2019_fixed.csv,nicaragua,NIC,1905.26,5.0,0.004,2.5,3.2,0.01,0.8,0.1,3.2,2.5,temperature_exchange_equipment,0.26,screens_and_monitors,0.06
Nicaragua,2019,6618143,18,24,0,0,,,2.7,3.7,4,2,1,2,7,2,e-waste-2019_fixed.csv,nicaragua,NIC,1905.26,5.0,0.004,2.5,3.2,0.01,0.8,0.1,3.2,2.5,temperature_exchange_equipment,0.26,lamps,0.06
Nicaragua,2019,6618143,18,24,0,0,,,2.7,3.7,4,2,1,2,7,2,e-waste-2019_fixed.csv,nicaragua,NIC,1905.26,5.0,0.004,2.5,3.2,0.01,0.8,0.1,3.2,2.5,temperature_exchange_equipment,0.26,large_equipment,0.1
Nicaragua,2019,6618143,18,24,0,0,,,2.7,3.7,4,2,1,2,7,2,e-waste-2019_fixed.csv,nicaragua,NIC,1905.26,5.0,0.004,2.5,3.2,0.01,0.8,0.1,3.2,2.5,temperature_exchange_equipment,0.26,small_equipment,0.38
Nicaragua,2019,6618143,18,24,0,0,,,2.7,3.7,4,2,1,2,7,2,e-waste-2019_fixed.csv,nicaragua,NIC,1905.26,5.0,0.004,2.5,3.2,0.01,0.8,0.1,3.2,2.5,temperature_exchange_equipment,0.26,small_it,0.1
Nicaragua,2019,6618143,18,24,0,0,,,2.7,3.7,4,2,1,2,7,2,e-waste-2019_fixed.csv,nicaragua,NIC,1905.26,5.0,0.004,2.5,3.2,0.01,0.8,0.1,3.2,2.5,screens_and_monitors,0.13,temperature_exchange_equipment,0.31
Nicaragua,2019,6618143,18,24,0,0,,,2.7,3.7,4,2,1,2,7,2,e-waste-2019_fixed.csv,nicaragua,NIC,1905.26,5.0,0.004,2.5,3.2,0.01,0.8,0.1,3.2,2.5,screens_and_monitors,0.13,screens_and_monitors,0.06
Nicaragua,2019,6618143,18,24,0,0,,,2.7,3.7,4,2,1,2,7,2,e-waste-2019_fixed.csv,nicaragua,NIC,1905.26,5.0,0.004,2.5,3.2,0.01,0.8,0.1,3.2,2.5,screens_and_monitors,0.13,lamps,0.06
