country,year,category,share,value,pair_side
Panama,2018,lamps,0.01,8.5,y
Panama,2018,temperature_exchange_equipment,0.24,14.8,x
Panama,2018,large_equipment,0.38,8.5,y
Panama,2018,temperature_exchange_equipment,0.24,14.8,x
Panama,2018,small_equipment,0.25,8.5,y
Panama,2018,temperature_exchange_equipment,0.24,14.8,x
Panama,2018,small_it,0.06,8.5,y
Panama,2018,screens_and_monitors,0.13,14.8,x
Panama,2018,temperature_exchange_equipment,0.24,8.5,y
Panama,2018,screens_and_monitors,0.13,14.8,x
Panama,2018,screens_and_monitors,0.06,8.5,y
Panama,2018,screens_and_monitors,0.13,14.8,x
Panama,2018,lamps,0.01,8.5,y
Panama,2018,screens_and_monitors,0.13,14.8,x
Panama,2018,large_equipment,0.38,8.5,y
Panama,2018,screens_and_monitors,0.13,14.8,x
Panama,2018,small_equipment,0.25,8.5,y
Panama,2018,screens_and_monitors,0.13,14.8,x
Panama,2018,small_it,0.06,8.5,y
Panama,2018,lamps,0.02,14.8,x
Panama,2018,temperature_exchange_equipment,0.24,8.5,y
Panama,2018,lamps,0.02,14.8,x
Panama,2018,screens_and_monitors,0.06,8.5,y
Panama,2018,lamps,0.02,14.8,x
Panama,2018,lamps,0.01,8.5,y
Panama,2018,lamps,0.02,14.8,x
Panama,2018,large_equipment,0.38,8.5,y
Panama,2018,lamps,0.02,14.8,x
Panama,2018,small_equipment,0.25,8.5,y
Panama,2018,lamps,0.02,14.8,x
Panama,2018,small_it,0.06,8.5,y
Panama,2018,large_equipment,0.2,14.8,x
Panama,2018,temperature_exchange_equipment,0.24,8.5,y
Panama,2018,large_equipment,0.2,14.8,x
Panama,2018,screens_and_monitors,0.06,8.5,y
Panama,2018,large_equipment,0.2,14.8,x
Panama,2018,lamps,0.01,8.5,y
Panama,2018,large_equipment,0.2,14.8,x
Panama,2018,large_equipment,0.38,8.5,y
Panama,2018,large_equipment,0.2,14.8,x
Panama,2018,small_equipment,0.25,8.5,y
Panama,2018,large_equipment,0.2,14.8,x
Panama,2018,small_it,0.06,8.5,y
Panama,2018,small_equipment,0.33,14.8,x
Panama,2018,temperature_exchange_equipment,0.24,8.5,y
Panama,2018,small_equipment,0.33,14.8,x
Panama,2018,screens_and_monitors,0.06,8.5,y
Panama,2018,small_equipment,0.33,14.8,x
Panama,2018,lamps,0.01,8.5,y
Panama,2018,small_equipment,0.33,14.8,x
Panama,2018,large_equipment,0.38,8.5,y
Panama,2018,small_equipment,0.33,14.8,x
Panama,2018,small_equipment,0.25,8.5,y
Panama,2018,small_equipment,0.33,14.8,x
Panama,2018,small_it,0.06,8.5,y
Panama,2018,small_it,0.08,14.8,x
Panama,2018,temperature_exchange_equipment,0.24,8.5,y
Panama,2018,small_it,0.08,14.8,x
Panama,2018,screens_and_monitors,0.06,8.5,y
Panama,2018,small_it,0.08,14.8,x
Panama,2018,lamps,0.01,8.5,y
Panama,2018,small_it,0.08,14.8,x
Panama,2018,large_equipment,0.38,8.5,y
Panama,2018,small_it,0.08,14.8,x
Panama,2018,small_equipment,0.25,8.5,y
Panama,2018,small_it,0.08,14.8,x
Panama,2018,small_it,0.06,8.5,y
Peru,2018,temperature_exchange_equipment,0.17,8.4,x
Peru,2018,temperature_exchange_equipment,0.25,5.8,y
Peru,2018,temperature_exchange_equipment,0.17,8.4,x
Peru,2018,screens_and_monitors,0.1,5.8,y
Peru,2018,temperature_exchange_equipment,0.17,8.4,x
Peru,2018,lamps,0.01,5.8,y
Peru,2018,temperature_exchange_equipment,0.17,8.4,x
Peru,2018,large_equipment,0.17,5.8,y
Peru,2018,temperature_exchange_equipment,0.17,8.4,x
Peru,2018,small_equipment,0.38,5.8,y
Peru,2018,temperature_exchange_equipment,0.17,8.4,x
Peru,2018,small_it,0.09,5.8,y
Peru,2018,screens_and_monitors,0.16,8.4,x
Peru,2018,temperature_exchange_equipment,0.25,5.8,y
Peru,2018,screens_and_monitors,0.16,8.4,x
Peru,2018,screens_and_monitors,0.1,5.8,y
Peru,2018,screens_and_monitors,0.16,8.4,x
Peru,2018,lamps,0.01,5.8,y
Peru,2018,screens_and_monitors,0.16,8.4,x
Peru,2018,large_equipment,0.17,5.8,y
Peru,2018,screens_and_monitors,0.16,8.4,x
Peru,2018,small_equipment,0.38,5.8,y
Peru,2018,screens_and_monitors,0.16,8.4,x
Peru,2018,small_it,0.09,5.8,y
Peru,2018,lamps,0.04,8.4,x
Peru,2018,temperature_exchange_equipment,0.25,5.8,y
Peru,2018,lamps,0.04,8.4,x
Peru,2018,screens_and_monitors,0.1,5.8,y
Peru,2018,lamps,0.04,8.4,x
Peru,2018,lamps,0.01,5.8,y
Peru,2018,lamps,0.04,8.4,x
Peru,2018,large_equipment,0.17,5.8,y
Peru,2018,lamps,0.04,8.4,x
Peru,2018,small_equipment,0.38,5.8,y
Peru,2018,lamps,0.04,8.4,x
Peru,2018,small_it,0.09,5.8,y
Peru,2018,large_equipment,0.22,8.4,x
Peru,2018,temperature_exchange_equipment,0.25,5.8,y
Peru,2018,large_equipment,0.22,8.4,x
Peru,2018,screens_and_monitors,0.1,5.8,y
Peru,2018,large_equipment,0.22,8.4,x
Peru,2018,lamps,0.01,5.8,y
Peru,2018,large_equipment,0.22,8.4,x
Peru,2018,large_equipment,0.17,5.8,y
Peru,2018,large_equipment,0.22,8.4,x
Peru,2018,small_equipment,0.38,5.8,y
Peru,2018,large_equipment,0.22,8.4,x
Peru,2018,small_it,0.09,5.8,y
Peru,2018,small_equipment,0.33,8.4,x
Peru,2018,temperature_exchange_equipment,0.25,5.8,y
Peru,2018,small_equipment,0.33,8.4,x
Peru,2018,screens_and_monitors,0.1,5.8,y
Peru,2018,small_equipment,0.33,8.4,x
Peru,2018,lamps,0.01,5.8,y
Peru,2018,small_equipment,0.33,8.4,x
Peru,2018,large_equipment,0.17,5.8,y
Peru,2018,small_equipment,0.33,8.4,x
Peru,2018,small_equipment,0.38,5.8,y
Peru,2018,small_equipment,0.33,8.4,x
Peru,2018,small_it,0.09,5.8,y
Peru,2018,small_it,0.1,8.4,x
Peru,2018,temperature_exchange_equipment,0.25,5.8,y
Peru,2018,small_it,0.1,8.4,x
Peru,2018,screens_and_monitors,0.1,5.8,y
Peru,2018,small_it,0.1,8.4,x
Peru,2018,lamps,0.01,5.8,y
Peru,2018,small_it,0.1,8.4,x
Peru,2018,large_equipment,0.17,5.8,y
Peru,2018,small_it,0.1,8.4,x
Peru,2018,small_equipment,0.38,5.8,y
Peru,2018,small_it,0.1,8.4,x
Peru,2018,small_it,0.09,5.8,y
Uruguay,2018,temperature_exchange_equipment,0.24,13.5,x
Uruguay,2018,temperature_exchange_equipment,0.3,10.9,y
Uruguay,2018,temperature_exchange_equipment,0.24,13.5,x
Uruguay,2018,screens_and_monitors,0.06,10.9,y
Uruguay,2018,temperature_exchange_equipment,0.24,13.5,x
Uruguay,2018,lamps,0.02,10.9,y
Uruguay,2018,temperature_exchange_equipment,0.24,13.5,x
Uruguay,2018,large_equipment,0.23,10.9,y
Uruguay,2018,temperature_exchange_equipment,0.24,13.5,x
Uruguay,2018,small_equipment,0.33,10.9,y
Uruguay,2018,temperature_exchange_equipment,0.24,13.5,x
Uruguay,2018,small_it,0.06,10.9,y
Uruguay,2018,screens_and_monitors,0.14,13.5,x
Uruguay,2018,temperature_exchange_equipment,0.3,10.9,y
Uruguay,2018,screens_and_monitors,0.14,13.5,x
Uruguay,2018,screens_and_monitors,0.06,10.9,y
Uruguay,2018,screens_and_monitors,0.14,13.5,x
Uruguay,2018,lamps,0.02,10.9,y
Uruguay,2018,screens_and_monitors,0.14,13.5,x
Uruguay,2018,large_equipment,0.23,10.9,y
Uruguay,2018,screens_and_monitors,0.14,13.5,x
Uruguay,2018,small_equipment,0.33,10.9,y
Uruguay,2018,screens_and_monitors,0.14,13.5,x
Uruguay,2018,small_it,0.06,10.9,y
Uruguay,2018,lamps,0.06,13.5,x
Uruguay,2018,temperature_exchange_equipment,0.3,10.9,y
Uruguay,2018,lamps,0.06,13.5,x
Uruguay,2018,screens_and_monitors,0.06,10.9,y
Uruguay,2018,lamps,0.06,13.5,x
Uruguay,2018,lamps,0.02,10.9,y
Uruguay,2018,lamps,0.06,13.5,x
Uruguay,2018,large_equipment,0.23,10.9,y
Uruguay,2018,lamps,0.06,13.5,x
Uruguay,2018,small_equipment,0.33,10.9,y
Uruguay,2018,lamps,0.06,13.5,x
Uruguay,2018,small_it,0.06,10.9,y
Uruguay,2018,large_equipment,0.18,13.5,x
Uruguay,2018,temperature_exchange_equipment,0.3,10.9,y
Uruguay,2018,large_equipment,0.18,13.5,x
Uruguay,2018,screens_and_monitors,0.06,10.9,y
Uruguay,2018,large_equipment,0.18,13.5,x
Uruguay,2018,lamps,0.02,10.9,y
Uruguay,2018,large_equipment,0.18,13.5,x
Uruguay,2018,large_equipment,0.23,10.9,y
Uruguay,2018,large_equipment,0.18,13.5,x
Uruguay,2018,small_equipment,0.33,10.9,y
Uruguay,2018,large_equipment,0.18,13.5,x
Uruguay,2018,small_it,0.06,10.9,y
Uruguay,2018,small_equipment,0.3,13.5,x
Uruguay,2018,temperature_exchange_equipment,0.3,10.9,y
Uruguay,2018,small_equipment,0.3,13.5,x
Uruguay,2018,screens_and_monitors,0.06,10.9,y
Uruguay,2018,small_equipment,0.3,13.5,x
Uruguay,2018,lamps,0.02,10.9,y
Uruguay,2018,small_equipment,0.3,13.5,x
Uruguay,2018,large_equipment,0.23,10.9,y
Uruguay,2018,small_equipment,0.3,13.5,x
Uruguay,2018,small_equipment,0.33,10.9,y
Uruguay,2018,small_equipment,0.3,13.5,x
Uruguay,2018,small_it,0.06,10.9,y
Uruguay,2018,small_it,0.08,13.5,x
Uruguay,2018,temperature_exchange_equipment,0.3,10.9,y
Uruguay,2018,small_it,0.08,13.5,x
Uruguay,2018,screens_and_monitors,0.06,10.9,y
Uruguay,2018,small_it,0.08,13.5,x
Uruguay,2018,lamps,0.02,10.9,y
Uruguay,2018,small_it,0.08,13.5,x
Uruguay,2018,large_equipment,0.23,10.9,y
Uruguay,2018,small_it,0.08,13.5,x
Uruguay,2018,small_equipment,0.33,10.9,y
Uruguay,2018,small_it,0.08,13.5,x
Uruguay,2018,small_it,0.06,10.9,y
Venezuela,2018,temperature_exchange_equipment,0.23,9.5,x
Venezuela,2018,temperature_exchange_equipment,0.27,9.1,y
Venezuela,2018,temperature_exchange_equipment,0.23,9.5,x
Venezuela,2018,screens_and_monitors,0.12,9.1,y
Venezuela,2018,temperature_exchange_equipment,0.23,9.5,x
Venezuela,2018,lamps,0.02,9.1,y
Venezuela,2018,temperature_exchange_equipment,0.23,9.5,x
Venezuela,2018,large_equipment,0.22,9.1,y
Venezuela,2018,temperature_exchange_equipment,0.23,9.5,x
Venezuela,2018,small_equipment,0.29,9.1,y
Venezuela,2018,temperature_exchange_equipment,0.23,9.5,x
Venezuela,2018,small_it,0.08,9.1,y
Venezuela,2018,screens_and_monitors,0.12,9.5,x
Venezuela,2018,temperature_exchange_equipment,0.27,9.1,y
Venezuela,2018,screens_and_monitors,0.12,9.5,x
Venezuela,2018,screens_and_monitors,0.12,9.1,y
Venezuela,2018,screens_and_monitors,0.12,9.5,x
Venezuela,2018,lamps,0.02,9.1,y
Venezuela,2018,screens_and_monitors,0.12,9.5,x
Venezuela,2018,large_equipment,0.22,9.1,y
Venezuela,2018,screens_and_monitors,0.12,9.5,x
Venezuela,2018,small_equipment,0.29,9.1,y
Venezuela,2018,screens_and_monitors,0.12,9.5,x
Venezuela,2018,small_it,0.08,9.1,y
Venezuela,2018,lamps,0.02,9.5,x
Venezuela,2018,temperature_exchange_equipment,0.27,9.1,y
Venezuela,2018,lamps,0.02,9.5,x
Venezuela,2018,screens_and_monitors,0.12,9.1,y
Venezuela,2018,lamps,0.02,9.5,x
Venezuela,2018,lamps,0.02,9.1,y
Venezuela,2018,lamps,0.02,9.5,x
Venezuela,2018,large_equipment,0.22,9.1,y
Venezuela,2018,lamps,0.02,9.5,x
Venezuela,2018,small_equipment,0.29,9.1,y
Venezuela,2018,lamps,0.02,9.5,x
Venezuela,2018,small_it,0.08,9.1,y
Venezuela,2018,large_equipment,0.22,9.5,x
Venezuela,2018,temperature_exchange_equipment,0.27,9.1,y
Venezuela,2018,large_equipment,0.22,9.5,x
Venezuela,2018,screens_and_monitors,0.12,9.1,y
Venezuela,2018,large_equipment,0.22,9.5,x
Venezuela,2018,lamps,0.02,9.1,y
Venezuela,2018,large_equipment,0.22,9.5,x
Venezuela,2018,large_equipment,0.22,9.1,y
Venezuela,2018,large_equipment,0.22,9.5,x
Venezuela,2018,small_equipment,0.29,9.1,y
Venezuela,2018,large_equipment,0.22,9.5,x
Venezuela,2018,small_it,0.08,9.1,y
Venezuela,2018,small_equipment,0.32,9.5,x
Venezuela,2018,temperature_exchange_equipment,0.27,9.1,y
Venezuela,2018,small_equipment,0.32,9.5,x
Venezuela,2018,screens_and_monitors,0.12,9.1,y
Venezuela,2018,small_equipment,0.32,9.5,x
Venezuela,2018,lamps,0.02,9.1,y
Venezuela,2018,small_equipment,0.32,9.5,x
Venezuela,2018,large_equipment,0.22,9.1,y
Venezuela,2018,small_equipment,0.32,9.5,x
Venezuela,2018,small_equipment,0.29,9.1,y
Venezuela,2018,small_equipment,0.32,9.5,x
Venezuela,2018,small_it,0.08,9.1,y
Venezuela,2018,small_it,0.08,9.5,x
Venezuela,2018,temperature_exchange_equipment,0.27,9.1,y
Venezuela,2018,small_it,0.08,9.5,x
Venezuela,2018,screens_and_monitors,0.12,9.1,y
Venezuela,2018,small_it,0.08,9.5,x
Venezuela,2018,lamps,0.02,9.1,y
Venezuela,2018,small_it,0.08,9.5,x
Venezuela,2018,large_equipment,0.22,9.1,y
Venezuela,2018,small_it,0.08,9.5,x
Venezuela,2018,small_equipment,0.29,9.1,y
Venezuela,2018,small_it,0.08,9.5,x
Venezuela,2018,small_it,0.08,9.1,y
Argentina,2019,temperature_exchange_equipment,0.22,7.0,x
Argentina,2019,temperature_exchange_equipment,0.22,7.2,y
Argentina,2019,temperature_exchange_equipment,0.22,7.0,x
Argentina,2019,screens_and_monitors,0.07,7.2,y
Argentina,2019,temperature_exchange_equipment,0.22,7.0,x
Argentina,2019,lamps,0.14,7.2,y
Argentina,2019,temperature_exchange_equipment,0.22,7.0,x
Argentina,2019,large_equipment,0.32,7.2,y
Argentina,2019,temperature_exchange_equipment,0.22,7.0,x
Argentina,2019,small_equipment,0.2,7.2,y
Argentina,2019,temperature_exchange_equipment,0.22,7.0,x
Argentina,2019,small_it,0.05,7.2,y
Argentina,2019,screens_and_monitors,0.14,7.0,x
Argentina,2019,temperature_exchange_equipment,0.22,7.2,y
Argentina,2019,screens_and_monitors,0.14,7.0,x
Argentina,2019,screens_and_monitors,0.07,7.2,y
Argentina,2019,screens_and_monitors,0.14,7.0,x
Argentina,2019,lamps,0.14,7.2,y
Argentina,2019,screens_and_monitors,0.14,7.0,x
Argentina,2019,large_equipment,0.32,7.2,y
Argentina,2019,screens_and_monitors,0.14,7.0,x
Argentina,2019,small_equipment,0.2,7.2,y
Argentina,2019,screens_and_monitors,0.14,7.0,x
Argentina,2019,small_it,0.05,7.2,y
Argentina,2019,lamps,0.03,7.0,x
Argentina,2019,temperature_exchange_equipment,0.22,7.2,y
Argentina,2019,lamps,0.03,7.0,x
Argentina,2019,screens_and_monitors,0.07,7.2,y
Argentina,2019,lamps,0.03,7.0,x
Argentina,2019,lamps,0.14,7.2,y
Argentina,2019,lamps,0.03,7.0,x
Argentina,2019,large_equipment,0.32,7.2,y
Argentina,2019,lamps,0.03,7.0,x
Argentina,2019,small_equipment,0.2,7.2,y
Argentina,2019,lamps,0.03,7.0,x
Argentina,2019,small_it,0.05,7.2,y
Argentina,2019,large_equipment,0.28,7.0,x
Argentina,2019,temperature_exchange_equipment,0.22,7.2,y
Argentina,2019,large_equipment,0.28,7.0,x
Argentina,2019,screens_and_monitors,0.07,7.2,y
Argentina,2019,large_equipment,0.28,7.0,x
Argentina,2019,lamps,0.14,7.2,y
Argentina,2019,large_equipment,0.28,7.0,x
Argentina,2019,large_equipment,0.32,7.2,y
Argentina,2019,large_equipment,0.28,7.0,x
Argentina,2019,small_equipment,0.2,7.2,y
Argentina,2019,large_equipment,0.28,7.0,x
Argentina,2019,small_it,0.05,7.2,y
Argentina,2019,small_equipment,0.26,7.0,x
Argentina,2019,temperature_exchange_equipment,0.22,7.2,y
Argentina,2019,small_equipment,0.26,7.0,x
Argentina,2019,screens_and_monitors,0.07,7.2,y
Argentina,2019,small_equipment,0.26,7.0,x
Argentina,2019,lamps,0.14,7.2,y
Argentina,2019,small_equipment,0.26,7.0,x
Argentina,2019,large_equipment,0.32,7.2,y
Argentina,2019,small_equipment,0.26,7.0,x
Argentina,2019,small_equipment,0.2,7.2,y
Argentina,2019,small_equipment,0.26,7.0,x
Argentina,2019,small_it,0.05,7.2,y
Argentina,2019,small_it,0.08,7.0,x
Argentina,2019,temperature_exchange_equipment,0.22,7.2,y
Argentina,2019,small_it,0.08,7.0,x
Argentina,2019,screens_and_monitors,0.07,7.2,y
Argentina,2019,small_it,0.08,7.0,x
Argentina,2019,lamps,0.14,7.2,y
Argentina,2019,small_it,0.08,7.0,x
Argentina,2019,large_equipment,0.32,7.2,y
Argentina,2019,small_it,0.08,7.0,x
Argentina,2019,small_equipment,0.2,7.2,y
Argentina,2019,small_it,0.08,7.0,x
Argentina,2019,small_it,0.05,7.2,y
Bolivia (Plurinational State of),2019,temperature_exchange_equipment,0.15,7.5,x
Bolivia (Plurinational State of),2019,temperature_exchange_equipment,0.2,4.7,y
Bolivia (Plurinational State of),2019,temperature_exchange_equipment,0.15,7.5,x
Bolivia (Plurinational State of),2019,screens_and_monitors,0.03,4.7,y
Bolivia (Plurinational State of),2019,temperature_exchange_equipment,0.15,7.5,x
Bolivia (Plurinational State of),2019,lamps,0.06,4.7,y
Bolivia (Plurinational State of),2019,temperature_exchange_equipment,0.15,7.5,x
Bolivia (Plurinational State of),2019,large_equipment,0.25,4.7,y
Bolivia (Plurinational State of),2019,temperature_exchange_equipment,0.15,7.5,x
Bolivia (Plurinational State of),2019,small_equipment,0.39,4.7,y
Bolivia (Plurinational State of),2019,temperature_exchange_equipment,0.15,7.5,x
Bolivia (Plurinational State of),2019,small_it,0.07,4.7,y
Bolivia (Plurinational State of),2019,screens_and_monitors,0.06,7.5,x
Bolivia (Plurinational State of),2019,temperature_exchange_equipment,0.2,4.7,y
Bolivia (Plurinational State of),2019,screens_and_monitors,0.06,7.5,x
Bolivia (Plurinational State of),2019,screens_and_monitors,0.03,4.7,y
Bolivia (Plurinational State of),2019,screens_and_monitors,0.06,7.5,x
Bolivia (Plurinational State of),2019,lamps,0.06,4.7,y
Bolivia (Plurinational State of),2019,screens_and_monitors,0.06,7.5,x
Bolivia (Plurinational State of),2019,large_equipment,0.25,4.7,y
Bolivia (Plurinational State of),2019,screens_and_monitors,0.06,7.5,x
Bolivia (Plurinational State of),2019,small_equipment,0.39,4.7,y
Bolivia (Plurinational State of),2019,screens_and_monitors,0.06,7.5,x
Bolivia (Plurinational State of),2019,small_it,0.07,4.7,y
Bolivia (Plurinational State of),2019,lamps,0.08,7.5,x
Bolivia (Plurinational State of),2019,temperature_exchange_equipment,0.2,4.7,y
Bolivia (Plurinational State of),2019,lamps,0.08,7.5,x
Bolivia (Plurinational State of),2019,screens_and_monitors,0.03,4.7,y
Bolivia (Plurinational State of),2019,lamps,0.08,7.5,x
Bolivia (Plurinational State of),2019,lamps,0.06,4.7,y
Bolivia (Plurinational State of),2019,lamps,0.08,7.5,x
Bolivia (Plurinational State of),2019,large_equipment,0.25,4.7,y
Bolivia (Plurinational State of),2019,lamps,0.08,7.5,x
Bolivia (Plurinational State of),2019,small_equipment,0.39,4.7,y
Bolivia (Plurinational State of),2019,lamps,0.08,7.5,x
Bolivia (Plurinational State of),2019,small_it,0.07,4.7,y
Bolivia (Plurinational State of),2019,large_equipment,0.22,7.5,x
Bolivia (Plurinational State of),2019,temperature_exchange_equipment,0.2,4.7,y
Bolivia (Plurinational State of),2019,large_equipment,0.22,7.5,x
Bolivia (Plurinational State of),2019,screens_and_monitors,0.03,4.7,y
Bolivia (Plurinational State of),2019,large_equipment,0.22,7.5,x
Bolivia (Plurinational State of),2019,lamps,0.06,4.7,y
Bolivia (Plurinational State of),2019,large_equipment,0.22,7.5,x
Bolivia (Plurinational State of),2019,large_equipment,0.25,4.7,y
Bolivia (Plurinational State of),2019,large_equipment,0.22,7.5,x
Bolivia (Plurinational State of),2019,small_equipment,0.39,4.7,y
Bolivia (Plurinational State of),2019,large_equipment,0.22,7.5,x
Bolivia (Plurinational State of),2019,small_it,0.07,4.7,y
Bolivia (Plurinational State of),2019,small_equipment,0.39,7.5,x
Bolivia (Plurinational State of),2019,temperature_exchange_equipment,0.2,4.7,y
Bolivia (Plurinational State of),2019,small_equipment,0.39,7.5,x
Bolivia (Plurinational State of),2019,screens_and_monitors,0.03,4.7,y
Bolivia (Plurinational State of),2019,small_equipment,0.39,7.5,x
Bolivia (Plurinational State of),2019,lamps,0.06,4.7,y
Bolivia (Plurinational State of),2019,small_equipment,0.39,7.5,x
Bolivia (Plurinational State of),2019,large_equipment,0.25,4.7,y
Bolivia (Plurinational State of),2019,small_equipment,0.39,7.5,x
Bolivia (Plurinational State of),2019,small_equipment,0.39,4.7,y
Bolivia (Plurinational State of),2019,small_equipment,0.39,7.5,x
Bolivia (Plurinational State of),2019,small_it,0.07,4.7,y
Bolivia (Plurinational State of),2019,small_it,0.11,7.5,x
Bolivia (Plurinational State of),2019,temperature_exchange_equipment,0.2,4.7,y
Bolivia (Plurinational State of),2019,small_it,0.11,7.5,x
Bolivia (Plurinational State of),2019,screens_and_monitors,0.03,4.7,y
Bolivia (Plurinational State of),2019,small_it,0.11,7.5,x
Bolivia (Plurinational State of),2019,lamps,0.06,4.7,y
Bolivia (Plurinational State of),2019,small_it,0.11,7.5,x
Bolivia (Plurinational State of),2019,large_equipment,0.25,4.7,y
Bolivia (Plurinational State of),2019,small_it,0.11,7.5,x
Bolivia (Plurinational State of),2019,small_equipment,0.39,4.7,y
Bolivia (Plurinational State of),2019,small_it,0.11,7.5,x
Bolivia (Plurinational State of),2019,small_it,0.07,4.7,y
Chile (Republic of),2019,temperature_exchange_equipment,0.26,13.4,x
Chile (Republic of),2019,temperature_exchange_equipment,0.34,7.9,y
Chile (Republic of),2019,temperature_exchange_equipment,0.26,13.4,x
Chile (Republic of),2019,screens_and_monitors,0.09,7.9,y
Chile (Republic of),2019,temperature_exchange_equipment,0.26,13.4,x
Chile (Republic of),2019,lamps,0.01,7.9,y
Chile (Republic of),2019,temperature_exchange_equipment,0.26,13.4,x
Chile (Republic of),2019,large_equipment,0.23,7.9,y
Chile (Republic of),2019,temperature_exchange_equipment,0.26,13.4,x
Chile (Republic of),2019,small_equipment,0.29,7.9,y
Chile (Republic of),2019,temperature_exchange_equipment,0.26,13.4,x
Chile (Republic of),2019,small_it,0.05,7.9,y
Chile (Republic of),2019,screens_and_monitors,0.15,13.4,x
Chile (Republic of),2019,temperature_exchange_equipment,0.34,7.9,y
Chile (Republic of),2019,screens_and_monitors,0.15,13.4,x
Chile (Republic of),2019,screens_and_monitors,0.09,7.9,y
Chile (Republic of),2019,screens_and_monitors,0.15,13.4,x
Chile (Republic of),2019,lamps,0.01,7.9,y
Chile (Republic of),2019,screens_and_monitors,0.15,13.4,x
Chile (Republic of),2019,large_equipment,0.23,7.9,y
Chile (Republic of),2019,screens_and_monitors,0.15,13.4,x
Chile (Republic of),2019,small_equipment,0.29,7.9,y
Chile (Republic of),2019,screens_and_monitors,0.15,13.4,x
Chile (Republic of),2019,small_it,0.05,7.9,y
Chile (Republic of),2019,lamps,0.02,13.4,x
Chile (Republic of),2019,temperature_exchange_equipment,0.34,7.9,y
Chile (Republic of),2019,lamps,0.02,13.4,x
Chile (Republic of),2019,screens_and_monitors,0.09,7.9,y
Chile (Republic of),2019,lamps,0.02,13.4,x
Chile (Republic of),2019,lamps,0.01,7.9,y
Chile (Republic of),2019,lamps,0.02,13.4,x
Chile (Republic of),2019,large_equipment,0.23,7.9,y
Chile (Republic of),2019,lamps,0.02,13.4,x
Chile (Republic of),2019,small_equipment,0.29,7.9,y
Chile (Republic of),2019,lamps,0.02,13.4,x
Chile (Republic of),2019,small_it,0.05,7.9,y
Chile (Republic of),2019,large_equipment,0.16,13.4,x
Chile (Republic of),2019,temperature_exchange_equipment,0.34,7.9,y
Chile (Republic of),2019,large_equipment,0.16,13.4,x
Chile (Republic of),2019,screens_and_monitors,0.09,7.9,y
Chile (Republic of),2019,large_equipment,0.16,13.4,x
Chile (Republic of),2019,lamps,0.01,7.9,y
Chile (Republic of),2019,large_equipment,0.16,13.4,x
Chile (Republic of),2019,large_equipment,0.23,7.9,y
Chile (Republic of),2019,large_equipment,0.16,13.4,x
Chile (Republic of),2019,small_equipment,0.29,7.9,y
Chile (Republic of),2019,large_equipment,0.16,13.4,x
Chile (Republic of),2019,small_it,0.05,7.9,y
Chile (Republic of),2019,small_equipment,0.34,13.4,x
Chile (Republic of),2019,temperature_exchange_equipment,0.34,7.9,y
Chile (Republic of),2019,small_equipment,0.34,13.4,x
Chile (Republic of),2019,screens_and_monitors,0.09,7.9,y
Chile (Republic of),2019,small_equipment,0.34,13.4,x
Chile (Republic of),2019,lamps,0.01,7.9,y
Chile (Republic of),2019,small_equipment,0.34,13.4,x
Chile (Republic of),2019,large_equipment,0.23,7.9,y
Chile (Republic of),2019,small_equipment,0.34,13.4,x
Chile (Republic of),2019,small_equipment,0.29,7.9,y
Chile (Republic of),2019,small_equipment,0.34,13.4,x
Chile (Republic of),2019,small_it,0.05,7.9,y
Chile (Republic of),2019,small_it,0.07,13.4,x
Chile (Republic of),2019,temperature_exchange_equipment,0.34,7.9,y
Chile (Republic of),2019,small_it,0.07,13.4,x
Chile (Republic of),2019,screens_and_monitors,0.09,7.9,y
Chile (Republic of),2019,small_it,0.07,13.4,x
Chile (Republic of),2019,lamps,0.01,7.9,y
Chile (Republic of),2019,small_it,0.07,13.4,x
Chile (Republic of),2019,large_equipment,0.23,7.9,y
Chile (Republic of),2019,small_it,0.07,13.4,x
Chile (Republic of),2019,small_equipment,0.29,7.9,y
Chile (Republic of),2019,small_it,0.07,13.4,x
Chile (Republic of),2019,small_it,0.05,7.9,y
 Ecuador,2019,temperature_exchange_equipment,0.16,7.5,x
 Ecuador,2019,temperature_exchange_equipment,0.25,5.1,y
 Ecuador,2019,temperature_exchange_equipment,0.16,7.5,x
 Ecuador,2019,screens_and_monitors,0.1,5.1,y
 Ecuador,2019,temperature_exchange_equipment,0.16,7.5,x
 Ecuador,2019,lamps,0.03,5.1,y
 Ecuador,2019,temperature_exchange_equipment,0.16,7.5,x
 Ecuador,2019,large_equipment,0.15,5.1,y
 Ecuador,2019,temperature_exchange_equipment,0.16,7.5,x
 Ecuador,2019,small_equipment,0.41,5.1,y
 Ecuador,2019,temperature_exchange_equipment,0.16,7.5,x
 Ecuador,2019,small_it,0.07,5.1,y
 Ecuador,2019,screens_and_monitors,0.11,7.5,x
 Ecuador,2019,temperature_exchange_equipment,0.25,5.1,y
 Ecuador,2019,screens_and_monitors,0.11,7.5,x
 Ecuador,2019,screens_and_monitors,0.1,5.1,y
 Ecuador,2019,screens_and_monitors,0.11,7.5,x
 Ecuador,2019,lamps,0.03,5.1,y
 Ecuador,2019,screens_and_monitors,0.11,7.5,x
 Ecuador,2019,large_equipment,0.15,5.1,y
 Ecuador,2019,screens_and_monitors,0.11,7.5,x
 Ecuador,2019,small_equipment,0.41,5.1,y
 Ecuador,2019,screens_and_monitors,0.11,7.5,x
