country,year,category,share,value,pair_side
 Ecuador,2019,small_it,0.07,5.1,y
 Ecuador,2019,lamps,0.04,7.5,x
 Ecuador,2019,temperature_exchange_equipment,0.25,5.1,y
 Ecuador,2019,lamps,0.04,7.5,x
 Ecuador,2019,screens_and_monitors,0.1,5.1,y
 Ecuador,2019,lamps,0.04,7.5,x
 Ecuador,2019,lamps,0.03,5.1,y
 Ecuador,2019,lamps,0.04,7.5,x
 Ecuador,2019,large_equipment,0.15,5.1,y
 Ecuador,2019,lamps,0.04,7.5,x
 Ecuador,2019,small_equipment,0.41,5.1,y
 Ecuador,2019,lamps,0.04,7.5,x
 Ecuador,2019,small_it,0.07,5.1,y
 Ecuador,2019,large_equipment,0.15,7.5,x
 Ecuador,2019,temperature_exchange_equipment,0.25,5.1,y
 Ecuador,2019,large_equipment,0.15,7.5,x
 Ecuador,2019,screens_and_monitors,0.1,5.1,y
 Ecuador,2019,large_equipment,0.15,7.5,x
 Ecuador,2019,lamps,0.03,5.1,y
 Ecuador,2019,large_equipment,0.15,7.5,x
 Ecuador,2019,large_equipment,0.15,5.1,y
 Ecuador,2019,large_equipment,0.15,7.5,x
 Ecuador,2019,small_equipment,0.41,5.1,y
 Ecuador,2019,large_equipment,0.15,7.5,x
 Ecuador,2019,small_it,0.07,5.1,y
 Ecuador,2019,small_equipment,0.49,7.5,x
 Ecuador,2019,temperature_exchange_equipment,0.25,5.1,y
 Ecuador,2019,small_equipment,0.49,7.5,x
 Ecuador,2019,screens_and_monitors,0.1,5.1,y
 Ecuador,2019,small_equipment,0.49,7.5,x
 Ecuador,2019,lamps,0.03,5.1,y
 Ecuador,2019,small_equipment,0.49,7.5,x
 Ecuador,2019,large_equipment,0.15,5.1,y
 Ecuador,2019,small_equipment,0.49,7.5,x
 Ecuador,2019,small_equipment,0.41,5.1,y
 Ecuador,2019,small_equipment,0.49,7.5,x
 Ecuador,2019,small_it,0.07,5.1,y
 Ecuador,2019,small_it,0.1,7.5,x
 Ecuador,2019,temperature_exchange_equipment,0.25,5.1,y
 Ecuador,2019,small_it,0.1,7.5,x
 Ecuador,2019,screens_and_monitors,0.1,5.1,y
 Ecuador,2019,small_it,0.1,7.5,x
 Ecuador,2019,lamps,0.03,5.1,y
 Ecuador,2019,small_it,0.1,7.5,x
 Ecuador,2019,large_equipment,0.15,5.1,y
 Ecuador,2019,small_it,0.1,7.5,x
 Ecuador,2019,small_equipment,0.41,5.1,y
 Ecuador,2019,small_it,0.1,7.5,x
 Ecuador,2019,small_it,0.07,5.1,y
Guatemala,2019,temperature_exchange_equipment,0.17,4.7,x
Guatemala,2019,temperature_exchange_equipment,0.22,2.9,y
Guatemala,2019,temperature_exchange_equipment,0.17,4.7,x
Guatemala,2019,screens_and_monitors,0.12,2.9,y
Guatemala,2019,temperature_exchange_equipment,0.17,4.7,x
Guatemala,2019,lamps,0.05,2.9,y
Guatemala,2019,temperature_exchange_equipment,0.17,4.7,x
Guatemala,2019,large_equipment,0.13,2.9,y
Guatemala,2019,temperature_exchange_equipment,0.17,4.7,x
Guatemala,2019,small_equipment,0.36,2.9,y
Guatemala,2019,temperature_exchange_equipment,0.17,4.7,x
Guatemala,2019,small_it,0.12,2.9,y
Guatemala,2019,screens_and_monitors,0.14,4.7,x
Guatemala,2019,temperature_exchange_equipment,0.22,2.9,y
Guatemala,2019,screens_and_monitors,0.14,4.7,x
Guatemala,2019,screens_and_monitors,0.12,2.9,y
Guatemala,2019,screens_and_monitors,0.14,4.7,x
Guatemala,2019,lamps,0.05,2.9,y
Guatemala,2019,screens_and_monitors,0.14,4.7,x
Guatemala,2019,large_equipment,0.13,2.9,y
Guatemala,2019,screens_and_monitors,0.14,4.7,x
Guatemala,2019,small_equipment,0.36,2.9,y
Guatemala,2019,screens_and_monitors,0.14,4.7,x
Guatemala,2019,small_it,0.12,2.9,y
Guatemala,2019,lamps,0.07,4.7,x
Guatemala,2019,temperature_exchange_equipment,0.22,2.9,y
Guatemala,2019,lamps,0.07,4.7,x
Guatemala,2019,screens_and_monitors,0.12,2.9,y
Guatemala,2019,lamps,0.07,4.7,x
Guatemala,2019,lamps,0.05,2.9,y
Guatemala,2019,lamps,0.07,4.7,x
Guatemala,2019,large_equipment,0.13,2.9,y
Guatemala,2019,lamps,0.07,4.7,x
Guatemala,2019,small_equipment,0.36,2.9,y
Guatemala,2019,lamps,0.07,4.7,x
Guatemala,2019,small_it,0.12,2.9,y
Guatemala,2019,large_equipment,0.12,4.7,x
Guatemala,2019,temperature_exchange_equipment,0.22,2.9,y
Guatemala,2019,large_equipment,0.12,4.7,x
Guatemala,2019,screens_and_monitors,0.12,2.9,y
Guatemala,2019,large_equipment,0.12,4.7,x
Guatemala,2019,lamps,0.05,2.9,y
Guatemala,2019,large_equipment,0.12,4.7,x
Guatemala,2019,large_equipment,0.13,2.9,y
Guatemala,2019,large_equipment,0.12,4.7,x
Guatemala,2019,small_equipment,0.36,2.9,y
Guatemala,2019,large_equipment,0.12,4.7,x
Guatemala,2019,small_it,0.12,2.9,y
Guatemala,2019,small_equipment,0.37,4.7,x
Guatemala,2019,temperature_exchange_equipment,0.22,2.9,y
Guatemala,2019,small_equipment,0.37,4.7,x
Guatemala,2019,screens_and_monitors,0.12,2.9,y
Guatemala,2019,small_equipment,0.37,4.7,x
Guatemala,2019,lamps,0.05,2.9,y
Guatemala,2019,small_equipment,0.37,4.7,x
Guatemala,2019,large_equipment,0.13,2.9,y
Guatemala,2019,small_equipment,0.37,4.7,x
Guatemala,2019,small_equipment,0.36,2.9,y
Guatemala,2019,small_equipment,0.37,4.7,x
Guatemala,2019,small_it,0.12,2.9,y
Guatemala,2019,small_it,0.14,4.7,x
Guatemala,2019,temperature_exchange_equipment,0.22,2.9,y
Guatemala,2019,small_it,0.14,4.7,x
Guatemala,2019,screens_and_monitors,0.12,2.9,y
Guatemala,2019,small_it,0.14,4.7,x
Guatemala,2019,lamps,0.05,2.9,y
Guatemala,2019,small_it,0.14,4.7,x
Guatemala,2019,large_equipment,0.13,2.9,y
Guatemala,2019,small_it,0.14,4.7,x
Guatemala,2019,small_equipment,0.36,2.9,y
Guatemala,2019,small_it,0.14,4.7,x
Guatemala,2019,small_it,0.12,2.9,y
Honduras,2019,temperature_exchange_equipment,0.28,2.7,x
Honduras,2019,temperature_exchange_equipment,0.23,2.6,y
Honduras,2019,temperature_exchange_equipment,0.28,2.7,x
Honduras,2019,screens_and_monitors,0.05,2.6,y
Honduras,2019,temperature_exchange_equipment,0.28,2.7,x
Honduras,2019,lamps,0.06,2.6,y
Honduras,2019,temperature_exchange_equipment,0.28,2.7,x
Honduras,2019,large_equipment,0.08,2.6,y
Honduras,2019,temperature_exchange_equipment,0.28,2.7,x
Honduras,2019,small_equipment,0.51,2.6,y
Honduras,2019,temperature_exchange_equipment,0.28,2.7,x
Honduras,2019,small_it,0.07,2.6,y
Honduras,2019,screens_and_monitors,0.15,2.7,x
Honduras,2019,temperature_exchange_equipment,0.23,2.6,y
Honduras,2019,screens_and_monitors,0.15,2.7,x
Honduras,2019,screens_and_monitors,0.05,2.6,y
Honduras,2019,screens_and_monitors,0.15,2.7,x
Honduras,2019,lamps,0.06,2.6,y
Honduras,2019,screens_and_monitors,0.15,2.7,x
Honduras,2019,large_equipment,0.08,2.6,y
Honduras,2019,screens_and_monitors,0.15,2.7,x
Honduras,2019,small_equipment,0.51,2.6,y
Honduras,2019,screens_and_monitors,0.15,2.7,x
Honduras,2019,small_it,0.07,2.6,y
Honduras,2019,lamps,0.03,2.7,x
Honduras,2019,temperature_exchange_equipment,0.23,2.6,y
Honduras,2019,lamps,0.03,2.7,x
Honduras,2019,screens_and_monitors,0.05,2.6,y
Honduras,2019,lamps,0.03,2.7,x
Honduras,2019,lamps,0.06,2.6,y
Honduras,2019,lamps,0.03,2.7,x
Honduras,2019,large_equipment,0.08,2.6,y
Honduras,2019,lamps,0.03,2.7,x
Honduras,2019,small_equipment,0.51,2.6,y
Honduras,2019,lamps,0.03,2.7,x
Honduras,2019,small_it,0.07,2.6,y
Honduras,2019,large_equipment,0.12,2.7,x
Honduras,2019,temperature_exchange_equipment,0.23,2.6,y
Honduras,2019,large_equipment,0.12,2.7,x
Honduras,2019,screens_and_monitors,0.05,2.6,y
Honduras,2019,large_equipment,0.12,2.7,x
Honduras,2019,lamps,0.06,2.6,y
Honduras,2019,large_equipment,0.12,2.7,x
Honduras,2019,large_equipment,0.08,2.6,y
Honduras,2019,large_equipment,0.12,2.7,x
Honduras,2019,small_equipment,0.51,2.6,y
Honduras,2019,large_equipment,0.12,2.7,x
Honduras,2019,small_it,0.07,2.6,y
Honduras,2019,small_equipment,0.34,2.7,x
Honduras,2019,temperature_exchange_equipment,0.23,2.6,y
Honduras,2019,small_equipment,0.34,2.7,x
Honduras,2019,screens_and_monitors,0.05,2.6,y
Honduras,2019,small_equipment,0.34,2.7,x
Honduras,2019,lamps,0.06,2.6,y
Honduras,2019,small_equipment,0.34,2.7,x
Honduras,2019,large_equipment,0.08,2.6,y
Honduras,2019,small_equipment,0.34,2.7,x
Honduras,2019,small_equipment,0.51,2.6,y
Honduras,2019,small_equipment,0.34,2.7,x
Honduras,2019,small_it,0.07,2.6,y
Honduras,2019,small_it,0.08,2.7,x
Honduras,2019,temperature_exchange_equipment,0.23,2.6,y
Honduras,2019,small_it,0.08,2.7,x
Honduras,2019,screens_and_monitors,0.05,2.6,y
Honduras,2019,small_it,0.08,2.7,x
Honduras,2019,lamps,0.06,2.6,y
Honduras,2019,small_it,0.08,2.7,x
Honduras,2019,large_equipment,0.08,2.6,y
Honduras,2019,small_it,0.08,2.7,x
Honduras,2019,small_equipment,0.51,2.6,y
Honduras,2019,small_it,0.08,2.7,x
Honduras,2019,small_it,0.07,2.6,y
Nicaragua,2019,temperature_exchange_equipment,0.26,3.2,x
Nicaragua,2019,temperature_exchange_equipment,0.31,2.5,y
Nicaragua,2019,temperature_exchange_equipment,0.26,3.2,x
Nicaragua,2019,screens_and_monitors,0.06,2.5,y
Nicaragua,2019,temperature_exchange_equipment,0.26,3.2,x
Nicaragua,2019,lamps,0.06,2.5,y
Nicaragua,2019,temperature_exchange_equipment,0.26,3.2,x
Nicaragua,2019,large_equipment,0.1,2.5,y
Nicaragua,2019,temperature_exchange_equipment,0.26,3.2,x
Nicaragua,2019,small_equipment,0.38,2.5,y
Nicaragua,2019,temperature_exchange_equipment,0.26,3.2,x
Nicaragua,2019,small_it,0.1,2.5,y
Nicaragua,2019,screens_and_monitors,0.13,3.2,x
Nicaragua,2019,temperature_exchange_equipment,0.31,2.5,y
Nicaragua,2019,screens_and_monitors,0.13,3.2,x
Nicaragua,2019,screens_and_monitors,0.06,2.5,y
Nicaragua,2019,screens_and_monitors,0.13,3.2,x
Nicaragua,2019,lamps,0.06,2.5,y
Nicaragua,2019,screens_and_monitors,0.13,3.2,x
Nicaragua,2019,large_equipment,0.1,2.5,y
Nicaragua,2019,screens_and_monitors,0.13,3.2,x
Nicaragua,2019,small_equipment,0.38,2.5,y
Nicaragua,2019,screens_and_monitors,0.13,3.2,x
Nicaragua,2019,small_it,0.1,2.5,y
Nicaragua,2019,lamps,0.03,3.2,x
Nicaragua,2019,temperature_exchange_equipment,0.31,2.5,y
Nicaragua,2019,lamps,0.03,3.2,x
Nicaragua,2019,screens_and_monitors,0.06,2.5,y
Nicaragua,2019,lamps,0.03,3.2,x
Nicaragua,2019,lamps,0.06,2.5,y
Nicaragua,2019,lamps,0.03,3.2,x
Nicaragua,2019,large_equipment,0.1,2.5,y
Nicaragua,2019,lamps,0.03,3.2,x
Nicaragua,2019,small_equipment,0.38,2.5,y
Nicaragua,2019,lamps,0.03,3.2,x
Nicaragua,2019,small_it,0.1,2.5,y
Nicaragua,2019,large_equipment,0.09,3.2,x
Nicaragua,2019,temperature_exchange_equipment,0.31,2.5,y
Nicaragua,2019,large_equipment,0.09,3.2,x
Nicaragua,2019,screens_and_monitors,0.06,2.5,y
Nicaragua,2019,large_equipment,0.09,3.2,x
Nicaragua,2019,lamps,0.06,2.5,y
Nicaragua,2019,large_equipment,0.09,3.2,x
Nicaragua,2019,large_equipment,0.1,2.5,y
Nicaragua,2019,large_equipment,0.09,3.2,x
Nicaragua,2019,small_equipment,0.38,2.5,y
Nicaragua,2019,large_equipment,0.09,3.2,x
Nicaragua,2019,small_it,0.1,2.5,y
Nicaragua,2019,small_equipment,0.38,3.2,x
Nicaragua,2019,temperature_exchange_equipment,0.31,2.5,y
Nicaragua,2019,small_equipment,0.38,3.2,x
Nicaragua,2019,screens_and_monitors,0.06,2.5,y
Nicaragua,2019,small_equipment,0.38,3.2,x
Nicaragua,2019,lamps,0.06,2.5,y
Nicaragua,2019,small_equipment,0.38,3.2,x
Nicaragua,2019,large_equipment,0.1,2.5,y
Nicaragua,2019,small_equipment,0.38,3.2,x
Nicaragua,2019,small_equipment,0.38,2.5,y
Nicaragua,2019,small_equipment,0.38,3.2,x
Nicaragua,2019,small_it,0.1,2.5,y
Nicaragua,2019,small_it,0.11,3.2,x
Nicaragua,2019,temperature_exchange_equipment,0.31,2.5,y
Nicaragua,2019,small_it,0.11,3.2,x
Nicaragua,2019,screens_and_monitors,0.06,2.5,y
Nicaragua,2019,small_it,0.11,3.2,x
Nicaragua,2019,lamps,0.06,2.5,y
Nicaragua,2019,small_it,0.11,3.2,x
Nicaragua,2019,large_equipment,0.1,2.5,y
Nicaragua,2019,small_it,0.11,3.2,x
Nicaragua,2019,small_equipment,0.38,2.5,y
Nicaragua,2019,small_it,0.11,3.2,x
Nicaragua,2019,small_it,0.1,2.5,y
Panama,2019,temperature_exchange_equipment,0.24,15.2,x
Panama,2019,temperature_exchange_equipment,0.24,8.6,y
Panama,2019,temperature_exchange_equipment,0.24,15.2,x
Panama,2019,screens_and_monitors,0.06,8.6,y
Panama,2019,temperature_exchange_equipment,0.24,15.2,x
Panama,2019,lamps,0.01,8.6,y
Panama,2019,temperature_exchange_equipment,0.24,15.2,x
Panama,2019,large_equipment,0.38,8.6,y
Panama,2019,temperature_exchange_equipment,0.24,15.2,x
Panama,2019,small_equipment,0.25,8.6,y
Panama,2019,temperature_exchange_equipment,0.24,15.2,x
Panama,2019,small_it,0.06,8.6,y
Panama,2019,screens_and_monitors,0.13,15.2,x
Panama,2019,temperature_exchange_equipment,0.24,8.6,y
Panama,2019,screens_and_monitors,0.13,15.2,x
Panama,2019,screens_and_monitors,0.06,8.6,y
Panama,2019,screens_and_monitors,0.13,15.2,x
Panama,2019,lamps,0.01,8.6,y
Panama,2019,screens_and_monitors,0.13,15.2,x
Panama,2019,large_equipment,0.38,8.6,y
Panama,2019,screens_and_monitors,0.13,15.2,x
Panama,2019,small_equipment,0.25,8.6,y
Panama,2019,screens_and_monitors,0.13,15.2,x
Panama,2019,small_it,0.06,8.6,y
Panama,2019,lamps,0.02,15.2,x
Panama,2019,temperature_exchange_equipment,0.24,8.6,y
Panama,2019,lamps,0.02,15.2,x
Panama,2019,screens_and_monitors,0.06,8.6,y
Panama,2019,lamps,0.02,15.2,x
Panama,2019,lamps,0.01,8.6,y
Panama,2019,lamps,0.02,15.2,x
Panama,2019,large_equipment,0.38,8.6,y
Panama,2019,lamps,0.02,15.2,x
Panama,2019,small_equipment,0.25,8.6,y
Panama,2019,lamps,0.02,15.2,x
Panama,2019,small_it,0.06,8.6,y
Panama,2019,large_equipment,0.2,15.2,x
Panama,2019,temperature_exchange_equipment,0.24,8.6,y
Panama,2019,large_equipment,0.2,15.2,x
Panama,2019,screens_and_monitors,0.06,8.6,y
Panama,2019,large_equipment,0.2,15.2,x
Panama,2019,lamps,0.01,8.6,y
Panama,2019,large_equipment,0.2,15.2,x
Panama,2019,large_equipment,0.38,8.6,y
Panama,2019,large_equipment,0.2,15.2,x
Panama,2019,small_equipment,0.25,8.6,y
Panama,2019,large_equipment,0.2,15.2,x
Panama,2019,small_it,0.06,8.6,y
Panama,2019,small_equipment,0.33,15.2,x
Panama,2019,temperature_exchange_equipment,0.24,8.6,y
Panama,2019,small_equipment,0.33,15.2,x
Panama,2019,screens_and_monitors,0.06,8.6,y
Panama,2019,small_equipment,0.33,15.2,x
Panama,2019,lamps,0.01,8.6,y
Panama,2019,small_equipment,0.33,15.2,x
Panama,2019,large_equipment,0.38,8.6,y
Panama,2019,small_equipment,0.33,15.2,x
Panama,2019,small_equipment,0.25,8.6,y
Panama,2019,small_equipment,0.33,15.2,x
Panama,2019,small_it,0.06,8.6,y
Panama,2019,small_it,0.08,15.2,x
Panama,2019,temperature_exchange_equipment,0.24,8.6,y
Panama,2019,small_it,0.08,15.2,x
Panama,2019,screens_and_monitors,0.06,8.6,y
Panama,2019,small_it,0.08,15.2,x
Panama,2019,lamps,0.01,8.6,y
Panama,2019,small_it,0.08,15.2,x
Panama,2019,large_equipment,0.38,8.6,y
Panama,2019,small_it,0.08,15.2,x
Panama,2019,small_equipment,0.25,8.6,y
Panama,2019,small_it,0.08,15.2,x
Panama,2019,small_it,0.06,8.6,y
Peru,2019,temperature_exchange_equipment,0.17,7.5,x
Peru,2019,temperature_exchange_equipment,0.25,6.0,y
Peru,2019,temperature_exchange_equipment,0.17,7.5,x
Peru,2019,screens_and_monitors,0.1,6.0,y
Peru,2019,temperature_exchange_equipment,0.17,7.5,x
Peru,2019,lamps,0.01,6.0,y
Peru,2019,temperature_exchange_equipment,0.17,7.5,x
Peru,2019,large_equipment,0.17,6.0,y
Peru,2019,temperature_exchange_equipment,0.17,7.5,x
Peru,2019,small_equipment,0.38,6.0,y
Peru,2019,temperature_exchange_equipment,0.17,7.5,x
Peru,2019,small_it,0.09,6.0,y
Peru,2019,screens_and_monitors,0.16,7.5,x
Peru,2019,temperature_exchange_equipment,0.25,6.0,y
Peru,2019,screens_and_monitors,0.16,7.5,x
Peru,2019,screens_and_monitors,0.1,6.0,y
Peru,2019,screens_and_monitors,0.16,7.5,x
Peru,2019,lamps,0.01,6.0,y
Peru,2019,screens_and_monitors,0.16,7.5,x
Peru,2019,large_equipment,0.17,6.0,y
Peru,2019,screens_and_monitors,0.16,7.5,x
Peru,2019,small_equipment,0.38,6.0,y
Peru,2019,screens_and_monitors,0.16,7.5,x
Peru,2019,small_it,0.09,6.0,y
Peru,2019,lamps,0.04,7.5,x
Peru,2019,temperature_exchange_equipment,0.25,6.0,y
Peru,2019,lamps,0.04,7.5,x
Peru,2019,screens_and_monitors,0.1,6.0,y
Peru,2019,lamps,0.04,7.5,x
Peru,2019,lamps,0.01,6.0,y
Peru,2019,lamps,0.04,7.5,x
Peru,2019,large_equipment,0.17,6.0,y
Peru,2019,lamps,0.04,7.5,x
Peru,2019,small_equipment,0.38,6.0,y
Peru,2019,lamps,0.04,7.5,x
Peru,2019,small_it,0.09,6.0,y
Peru,2019,large_equipment,0.22,7.5,x
Peru,2019,temperature_exchange_equipment,0.25,6.0,y
Peru,2019,large_equipment,0.22,7.5,x
Peru,2019,screens_and_monitors,0.1,6.0,y
Peru,2019,large_equipment,0.22,7.5,x
Peru,2019,lamps,0.01,6.0,y
Peru,2019,large_equipment,0.22,7.5,x
Peru,2019,large_equipment,0.17,6.0,y
Peru,2019,large_equipment,0.22,7.5,x
Peru,2019,small_equipment,0.38,6.0,y
Peru,2019,large_equipment,0.22,7.5,x
Peru,2019,small_it,0.09,6.0,y
Peru,2019,small_equipment,0.33,7.5,x
Peru,2019,temperature_exchange_equipment,0.25,6.0,y
Peru,2019,small_equipment,0.33,7.5,x
Peru,2019,screens_and_monitors,0.1,6.0,y
Peru,2019,small_equipment,0.33,7.5,x
Peru,2019,lamps,0.01,6.0,y
Peru,2019,small_equipment,0.33,7.5,x
Peru,2019,large_equipment,0.17,6.0,y
Peru,2019,small_equipment,0.33,7.5,x
Peru,2019,small_equipment,0.38,6.0,y
Peru,2019,small_equipment,0.33,7.5,x
Peru,2019,small_it,0.09,6.0,y
Peru,2019,small_it,0.1,7.5,x
Peru,2019,temperature_exchange_equipment,0.25,6.0,y
Peru,2019,small_it,0.1,7.5,x
Peru,2019,screens_and_monitors,0.1,6.0,y
Peru,2019,small_it,0.1,7.5,x
Peru,2019,lamps,0.01,6.0,y
Peru,2019,small_it,0.1,7.5,x
Peru,2019,large_equipment,0.17,6.0,y
Peru,2019,small_it,0.1,7.5,x
Peru,2019,small_equipment,0.38,6.0,y
Peru,2019,small_it,0.1,7.5,x
Peru,2019,small_it,0.09,6.0,y
Uruguay,2019,temperature_exchange_equipment,0.24,14.8,x
Uruguay,2019,temperature_exchange_equipment,0.3,12.0,y
Uruguay,2019,temperature_exchange_equipment,0.24,14.8,x
Uruguay,2019,screens_and_monitors,0.06,12.0,y
Uruguay,2019,temperature_exchange_equipment,0.24,14.8,x
Uruguay,2019,lamps,0.02,12.0,y
Uruguay,2019,temperature_exchange_equipment,0.24,14.8,x
Uruguay,2019,large_equipment,0.23,12.0,y
Uruguay,2019,temperature_exchange_equipment,0.24,14.8,x
Uruguay,2019,small_equipment,0.33,12.0,y
Uruguay,2019,temperature_exchange_equipment,0.24,14.8,x
Uruguay,2019,small_it,0.06,12.0,y
Uruguay,2019,screens_and_monitors,0.14,14.8,x
Uruguay,2019,temperature_exchange_equipment,0.3,12.0,y
Uruguay,2019,screens_and_monitors,0.14,14.8,x
Uruguay,2019,screens_and_monitors,0.06,12.0,y
Uruguay,2019,screens_and_monitors,0.14,14.8,x
Uruguay,2019,lamps,0.02,12.0,y
Uruguay,2019,screens_and_monitors,0.14,14.8,x
Uruguay,2019,large_equipment,0.23,12.0,y
Uruguay,2019,screens_and_monitors,0.14,14.8,x
Uruguay,2019,small_equipment,0.33,12.0,y
Uruguay,2019,screens_and_monitors,0.14,14.8,x
Uruguay,2019,small_it,0.06,12.0,y
Uruguay,2019,lamps,0.06,14.8,x
Uruguay,2019,temperature_exchange_equipment,0.3,12.0,y
Uruguay,2019,lamps,0.06,14.8,x
Uruguay,2019,screens_and_monitors,0.06,12.0,y
Uruguay,2019,lamps,0.06,14.8,x
Uruguay,2019,lamps,0.02,12.0,y
Uruguay,2019,lamps,0.06,14.8,x
Uruguay,2019,large_equipment,0.23,12.0,y
Uruguay,2019,lamps,0.06,14.8,x
Uruguay,2019,small_equipment,0.33,12.0,y
Uruguay,2019,lamps,0.06,14.8,x
Uruguay,2019,small_it,0.06,12.0,y
Uruguay,2019,large_equipment,0.18,14.8,x
Uruguay,2019,temperature_exchange_equipment,0.3,12.0,y
Uruguay,2019,large_equipment,0.18,14.8,x
Uruguay,2019,screens_and_monitors,0.06,12.0,y
Uruguay,2019,large_equipment,0.18,14.8,x
Uruguay,2019,lamps,0.02,12.0,y
Uruguay,2019,large_equipment,0.18,14.8,x
Uruguay,2019,large_equipment,0.23,12.0,y
Uruguay,2019,large_equipment,0.18,14.8,x
Uruguay,2019,small_equipment,0.33,12.0,y
Uruguay,2019,large_equipment,0.18,14.8,x
Uruguay,2019,small_it,0.06,12.0,y
Uruguay,2019,small_equipment,0.3,14.8,x
Uruguay,2019,temperature_exchange_equipment,0.3,12.0,y
Uruguay,2019,small_equipment,0.3,14.8,x
Uruguay,2019,screens_and_monitors,0.06,12.0,y
Uruguay,2019,small_equipment,0.3,14.8,x
Uruguay,2019,lamps,0.02,12.0,y
Uruguay,2019,small_equipment,0.3,14.8,x
Uruguay,2019,large_equipment,0.23,12.0,y
Uruguay,2019,small_equipment,0.3,14.8,x
Uruguay,2019,small_equipment,0.33,12.0,y
Uruguay,2019,small_equipment,0.3,14.8,x
Uruguay,2019,small_it,0.06,12.0,y
Uruguay,2019,small_it,0.08,14.8,x
Uruguay,2019,temperature_exchange_equipment,0.3,12.0,y
Uruguay,2019,small_it,0.08,14.8,x
Uruguay,2019,screens_and_monitors,0.06,12.0,y
Uruguay,2019,small_it,0.08,14.8,x
Uruguay,2019,lamps,0.02,12.0,y
Uruguay,2019,small_it,0.08,14.8,x
Uruguay,2019,large_equipment,0.23,12.0,y
Uruguay,2019,small_it,0.08,14.8,x
Uruguay,2019,small_equipment,0.33,12.0,y
Uruguay,2019,small_it,0.08,14.8,x
Uruguay,2019,small_it,0.06,12.0,y
Venezuela,2019,temperature_exchange_equipment,0.23,9.9,x
Venezuela,2019,temperature_exchange_equipment,0.27,9.5,y
Venezuela,2019,temperature_exchange_equipment,0.23,9.9,x
Venezuela,2019,screens_and_monitors,0.12,9.5,y
Venezuela,2019,temperature_exchange_equipment,0.23,9.9,x
Venezuela,2019,lamps,0.02,9.5,y
Venezuela,2019,temperature_exchange_equipment,0.23,9.9,x
Venezuela,2019,large_equipment,0.22,9.5,y
Venezuela,2019,temperature_exchange_equipment,0.23,9.9,x
Venezuela,2019,small_equipment,0.29,9.5,y
Venezuela,2019,temperature_exchange_equipment,0.23,9.9,x
Venezuela,2019,small_it,0.08,9.5,y
Venezuela,2019,screens_and_monitors,0.12,9.9,x
Venezuela,2019,temperature_exchange_equipment,0.27,9.5,y
Venezuela,2019,screens_and_monitors,0.12,9.9,x
Venezuela,2019,screens_and_monitors,0.12,9.5,y
Venezuela,2019,screens_and_monitors,0.12,9.9,x
Venezuela,2019,lamps,0.02,9.5,y
Venezuela,2019,screens_and_monitors,0.12,9.9,x
Venezuela,2019,large_equipment,0.22,9.5,y
Venezuela,2019,screens_and_monitors,0.12,9.9,x
Venezuela,2019,small_equipment,0.29,9.5,y
Venezuela,2019,screens_and_monitors,0.12,9.9,x
Venezuela,2019,small_it,0.08,9.5,y
Venezuela,2019,lamps,0.02,9.9,x
Venezuela,2019,temperature_exchange_equipment,0.27,9.5,y
Venezuela,2019,lamps,0.02,9.9,x
Venezuela,2019,screens_and_monitors,0.12,9.5,y
Venezuela,2019,lamps,0.02,9.9,x
Venezuela,2019,lamps,0.02,9.5,y
Venezuela,2019,lamps,0.02,9.9,x
Venezuela,2019,large_equipment,0.22,9.5,y
Venezuela,2019,lamps,0.02,9.9,x
Venezuela,2019,small_equipment,0.29,9.5,y
Venezuela,2019,lamps,0.02,9.9,x
Venezuela,2019,small_it,0.08,9.5,y
Venezuela,2019,large_equipment,0.22,9.9,x
Venezuela,2019,temperature_exchange_equipment,0.27,9.5,y
Venezuela,2019,large_equipment,0.22,9.9,x
Venezuela,2019,screens_and_monitors,0.12,9.5,y
Venezuela,2019,large_equipment,0.22,9.9,x
Venezuela,2019,lamps,0.02,9.5,y
Venezuela,2019,large_equipment,0.22,9.9,x
Venezuela,2019,large_equipment,0.22,9.5,y
Venezuela,2019,large_equipment,0.22,9.9,x
Venezuela,2019,small_equipment,0.29,9.5,y
Venezuela,2019,large_equipment,0.22,9.9,x
Venezuela,2019,small_it,0.08,9.5,y
Venezuela,2019,small_equipment,0.32,9.9,x
Venezuela,2019,temperature_exchange_equipment,0.27,9.5,y
Venezuela,2019,small_equipment,0.32,9.9,x
Venezuela,2019,screens_and_monitors,0.12,9.5,y
Venezuela,2019,small_equipment,0.32,9.9,x
Venezuela,2019,lamps,0.02,9.5,y
Venezuela,2019,small_equipment,0.32,9.9,x
Venezuela,2019,large_equipment,0.22,9.5,y
Venezuela,2019,small_equipment,0.32,9.9,x
Venezuela,2019,small_equipment,0.29,9.5,y
Venezuela,2019,small_equipment,0.32,9.9,x
Venezuela,2019,small_it,0.08,9.5,y
Venezuela,2019,small_it,0.08,9.9,x
Venezuela,2019,temperature_exchange_equipment,0.27,9.5,y
Venezuela,2019,small_it,0.08,9.9,x
Venezuela,2019,screens_and_monitors,0.12,9.5,y
Venezuela,2019,small_it,0.08,9.9,x
Venezuela,2019,lamps,0.02,9.5,y
Venezuela,2019,small_it,0.08,9.9,x
Venezuela,2019,large_equipment,0.22,9.5,y
Venezuela,2019,small_it,0.08,9.9,x
Venezuela,2019,small_equipment,0.29,9.5,y
Venezuela,2019,small_it,0.08,9.9,x
